id,word,meaning,furigana,romaji,level,frequency,difficulty
3987,悠々,"quiet, calm, leisurely",ゆうゆう,yūyū,2,2.8,8.3
3988,自習,self-study,じしゅう,jishū,2,3.14,7.959999999999999
3989,刻む,"to mince, to carve, to engrave",きざむ,kizamu,2,3.25,7.85
3990,自然科学,natural science,しぜんかがく,shizenkagaku,2,4.67,6.43
3991,点数,"marks, points, score, runs",てんすう,tensū,2,3.99,7.109999999999999
3992,素質,"character, qualities, genius",そしつ,soshitsu,2,3.45,7.6499999999999995
3993,女房,wife,にょうぼう,nyōbō,2,3.6,7.5
3994,死体,corpse,したい,shitai,2,4.27,6.83
3995,定休日,regular holiday,ていきゅうび,teikyūbi,2,3.29,7.81
3996,感ずる,"to feel, to sense",かんずる,kanzuru,2,2.19,8.91
3997,射す,"to shine, to strike",さす,sasu,2,2.51,8.59
3998,逆さ,"reverse, inversion, upside down",さかさ,sakasa,2,3.37,7.7299999999999995
3999,実習,"practice, training",じっしゅう,jisshū,2,4.15,6.949999999999999
4000,稽古,"practice, training, study",けいこ,keiko,2,3.92,7.18
4001,ナンバー,number,,nanbā,2,4.45,6.6499999999999995
4002,さわやか,"fresh, refreshing, invigorating",,sawayaka,2,3.62,7.4799999999999995
4003,国王,king,こくおう,kokuō,2,4.15,6.949999999999999
4004,ごちそうさま,feast,,gochisōsama,2,3.48,7.619999999999999
4005,改正,"revision, amendment, alteration",かいせい,kaisei,2,4.52,6.58
4006,大分,"considerably, greatly, a lot",だいぶん,daibun,2,4.45,6.6499999999999995
4007,滝,waterfall,たき,taki,2,4.07,7.029999999999999
4008,箒,(n) broom,ほうき,hōki,2,3.11,7.99
4009,指定,"designation, specification, assignment, pointing at",してい,shitei,2,4.88,6.22
4010,判子,seal (used for signature),はんこ,hanko,2,2.89,8.209999999999999
4011,占う,"to forecast, to predict",うらなう,uranau,2,2.9,8.2
4012,溶かす,"to melt, to dissolve",とかす,tokasu,2,3.34,7.76
4013,又は,"or, otherwise",または,mataha,2,4.36,6.739999999999999
4014,募集,"recruiting, taking applications",ぼしゅう,boshū,2,4.78,6.319999999999999
4015,渇く,to be thirsty,かわく,kawaku,2,2.53,8.57
4016,構造,"structure, construction",こうぞう,kōzō,2,4.76,6.34
4017,煙い,smoky,けむい,kemui,2,1.54,9.559999999999999
4018,湯飲み,teacup,ゆのみ,yunomi,2,2.15,8.95
4019,盆地,basin (e.g. between mountains),ぼんち,bonchi,2,2.9,8.2
4020,ひとりでに,"by itself, automatically, naturally",,hitorideni,2,2.38,8.719999999999999
4021,器械,instrument,きかい,kikai,2,2.68,8.42
4022,採点,"marking, grading, looking over",さいてん,saiten,2,3.55,7.55
4023,一昨年,year before last,いっさくねん,issakunen,2,3.47,7.629999999999999
4024,焦点,"focus, point",しょうてん,shōten,2,3.94,7.16
4025,探る,"to search, to look for, to sound out",さぐる,saguru,2,3.72,7.379999999999999
4026,転がる,"to roll, to tumble",ころがる,korogaru,2,3.1,8.0
4027,楽器,musical instrument,がっき,gakki,2,4.3,6.8
4028,祭る,"to deify, to enshrine",まつる,matsuru,2,2.34,8.76
4029,争う,"to dispute, to argue, to be at variance, to compete",あらそう,arasō,2,3.77,7.33
4030,代名詞,pronoun,だいめいし,daimeishi,2,3.51,7.59
4031,傾く,"to incline toward, to slant, to lurch",かたむく,katamuku,2,3.05,8.05
4032,茂る,"to grow thick, to luxuriate, to be luxurious",しげる,shigeru,2,2.33,8.77
4033,裁縫,sewing,さいほう,saihō,2,3.3,7.8
4034,濡らす,"to wet, to soak, to dip",ぬらす,nurasu,2,2.79,8.309999999999999
4035,定価,established price,ていか,teika,2,3.97,7.129999999999999
4036,取り入れる,"to harvest, to take in, to adopt",とりいれる,toriireru,2,3.41,7.6899999999999995
4037,牧畜,stock-farming,ぼくちく,bokuchiku,2,2.42,8.68
4038,増大,enlargement,ぞうだい,zōdai,2,3.92,7.18
4039,杉,Japanese cedar,すぎ,sugi,2,4.07,7.029999999999999
4040,短所,"(1) defect, demerit, weak point, (2) disadvantage",たんしょ,tansho,2,3.38,7.72
4041,全集,complete works,ぜんしゅう,zenshū,2,3.43,7.67
4042,瓶詰,"bottling, bottled",びんづめ,binzume,2,2.35,8.75
4043,蝋燭,candle,ろうそく,rōsoku,2,2.99,8.11
4044,清掃,cleaning,せいそう,seisō,2,3.89,7.209999999999999
4045,生年月日,birth date,せいねんがっぴ,seinengappi,2,3.53,7.57
4046,片仮名,katakana,かたかな,katakana,2,2.45,8.649999999999999
4047,マラソン,marathon,,marason,2,4.2,6.8999999999999995
4048,西暦,"Christian Era, anno domini (A.D.)",せいれき,seireki,2,3.47,7.629999999999999
4049,挟まる,"to get between, to be caught in",はさまる,hasamaru,2,2.52,8.58
4050,承る,"(hum) to hear, to be told, to know",うけたまわる,uketamawaru,2,1.77,9.33
4051,休養,"rest, break, recreation",きゅうよう,kyūyō,2,3.54,7.56
4052,内科,"internist clinic, internal medicine",ないか,naika,2,3.83,7.27
4053,煮る,"to boil, to cook",にる,niru,2,3.12,7.9799999999999995
4054,便所,"toilet, lavatory, rest room, latrine, comfort station",べんじょ,benjo,2,3.71,7.39
4055,断水,water outage,だんすい,dansui,2,2.79,8.309999999999999
4056,限度,"limit, bounds",げんど,gendo,2,3.84,7.26
4057,四つ角,"four corners, crossroads",よつかど,yotsukado,2,1.75,9.35
4058,櫛,comb,くし,kushi,2,2.97,8.129999999999999
4059,スカーフ,scarf,,sukāfu,2,3.47,7.629999999999999
4060,サンプル,sample,,sanpuru,2,4.39,6.71
4061,攻める,"to attack, to assault",せめる,semeru,2,3.55,7.55
4062,シーズン,season (sporting),,shīzun,2,4.65,6.449999999999999
4063,脱線,"derailment, digression",だっせん,dassen,2,3.5,7.6
4064,カーブ,"(1) curve, (2) curve ball (baseball)",,kābu,2,3.73,7.369999999999999
4065,迷信,superstition,めいしん,meishin,2,3.17,7.93
4066,やっぱり,"also, as I thought, still, in spite of, absolutely, of course",,yappari,2,5.16,5.9399999999999995
4067,匂う,"to be fragrant, to smell, to stink",におう,niō,2,2.43,8.67
4068,一定,"fixed, settled, definite",いってい,ittei,2,4.49,6.609999999999999
4069,引っ繰り返す,"to turn over, to overturn, to knock over, to upset, to turn inside out",ひっくりかえす,hikkurikaesu,2,0.0,11.1
4070,広める,"to broaden, to propagate",ひろめる,hiromeru,2,3.46,7.64
4071,勘違い,"misunderstanding, wrong guess",かんちがい,kanchigai,2,4.42,6.68
4072,すっきり,"shapely, clear, neat",,sukkiri,2,3.92,7.18
4073,区切る,"to punctuate, to cut off, to mark off, to stop, to put an end to",くぎる,kugiru,2,2.76,8.34
4074,取り消す,to cancel,とりけす,torikesu,2,3.09,8.01
4075,コース,course,,kōsu,2,4.8,6.3
4076,あかんぼう,baby,,akanbō,2,3.55,7.55
4077,割引,"discount, reduction, rebate",わりびき,waribiki,2,4.35,6.75
4078,交じる,"to be mixed, to be blended with, to associate with",まじる,majiru,2,1.75,9.35
4079,戸棚,"cupboard, locker, closet, wardrobe",とだな,todana,2,2.84,8.26
4080,いってらっしゃい,,,itterasshai,2,3.76,7.34
4081,灰色,"grey, gray, ashen",はいいろ,haiiro,2,3.87,7.2299999999999995
4082,物置,storage room,ものおき,monōki,2,3.23,7.869999999999999
4083,重量,"(1) weight, (2) heavyweight boxer",じゅうりょう,jūryō,2,4.3,6.8
4084,灯油,"lamp oil, kerosene",とうゆ,tōyu,2,3.26,7.84
4085,錆びる,"to rust, to become rusty",さびる,sabiru,2,2.31,8.79
4086,全般,"(the) whole, universal, wholly, general",ぜんぱん,zenpan,2,4.12,6.9799999999999995
4087,水筒,"canteen, flask, water bottle",すいとう,suitō,2,3.3,7.8
4088,おさきに,"before, ahead, previously",,osakini,2,1.42,9.68
4089,人造,"man-made, synthetic, artificial",じんぞう,jinzō,2,3.4,7.699999999999999
4090,裂く,"to tear, to split",さく,saku,2,2.79,8.309999999999999
4091,目次,table of contents,もくじ,mokuji,2,3.42,7.68
4092,消耗,"exhaustion, consumption",しょうもう,shōmō,2,3.87,7.2299999999999995
4093,しびれる,"to become numb, to go to sleep (i.e., a limb)",,shibireru,2,2.75,8.35
4094,上旬,first 10 days of month,じょうじゅん,jōjun,2,3.73,7.369999999999999
4095,一斉,"simultaneous, all at once",いっせい,issei,2,3.98,7.119999999999999
4096,貯蔵,"storage, preservation",ちょぞう,chozō,2,3.54,7.56
4097,重ねる,"to pile up, to put something on another, to heap up, to add, to repeat",かさねる,kasaneru,2,3.75,7.35
4098,解放,"release, liberation, emancipation",かいほう,kaihō,2,4.56,6.54
4099,静まる,"to quieten down, to calm down, to subside",しずまる,shizumaru,2,2.16,8.94
4100,観測,observation,かんそく,kansoku,2,4.32,6.779999999999999
4101,述語,predicate,じゅつご,jutsugo,2,2.53,8.57
4102,出合い,an encounter,であい,deai,2,2.88,8.219999999999999
4103,列島,chain of islands,れっとう,rettō,2,3.67,7.43
4104,血圧,blood pressure,けつあつ,ketsuatsu,2,3.8,7.3
4105,縮れる,"to be wavy, to be curled",ちぢれる,chijireru,2,0.0,11.1
4106,ダイヤル,dial,,daiyaru,2,3.5,7.6
4107,役所,"government office, public office",やくしょ,yakusho,2,3.85,7.25
4108,対策,"counter-plan, counter-measure",たいさく,taisaku,2,4.93,6.17
4109,就任,"inauguration, assumption of office",しゅうにん,shūnin,2,4.13,6.97
4110,石鹸,soap,せっけん,sekken,2,3.68,7.42
4111,ほどく,to unfasten,,hodoku,2,2.33,8.77
4112,因る,to come from,よる,yoru,2,2.32,8.78
4113,汁,"juice, sap, soup, broth",しる,shiru,2,4.33,6.77
4114,直線,straight line,ちょくせん,chokusen,2,3.91,7.1899999999999995
4115,超す,"to cross, to pass, to tide over",こす,kosu,2,2.93,8.17
4116,どきどき,"throb, beat (fast)",,dokidoki,2,3.13,7.97
4117,乱暴,"rude, violent, rough, lawless, unreasonable, reckless",らんぼう,ranbō,2,3.69,7.41
4118,退院,leaving hospital,たいいん,taiin,2,3.74,7.359999999999999
4119,不規則,"irregularity, unsteadiness, disorderly",ふきそく,fukisoku,2,3.49,7.609999999999999
4120,包帯,"bandage, dressing",ほうたい,hōtai,2,3.37,7.7299999999999995
4121,預かる,"to keep in custody, to receive on deposit, to take charge of",あずかる,azukaru,2,3.15,7.949999999999999
4122,しぼむ,"to wither, to fade (away), to shrivel, to wilt",,shibomu,2,2.22,8.879999999999999
4123,車輪,(car) wheel,しゃりん,sharin,2,3.7,7.3999999999999995
4124,用途,"use, usefulness",ようと,yōto,2,4.22,6.88
4125,唇,lips,くちびる,kuchibiru,2,4.09,7.01
4126,散らかる,"to be in disorder, to lie scattered around",ちらかる,chirakaru,2,1.94,9.16
4127,書取,dictation,かきとり,kakitori,2,0.0,11.1
4128,人文科学,"social sciences, humanities",じんぶんかがく,jinbunkagaku,2,3.38,7.72
4129,漸く,"gradually, finally, hardly",ようやく,yōyaku,2,2.93,8.17
4130,どっと,suddenly,,dotto,2,3.12,7.9799999999999995
4131,ジャーナリスト,journalist,,jānarisuto,2,4.11,6.989999999999999
4132,上級,"advanced level, high grade, senior",じょうきゅう,jōkyū,2,4.25,6.85
4133,上る,"to ascend, to go up, to climb",のぼる,noboru,2,3.6,7.5
4134,煙突,chimney,えんとつ,entotsu,2,3.38,7.72
4135,附属,"attached, belonging, affiliated",ふぞく,fuzoku,2,3.42,7.68
4136,そのころ,,,sonokoro,2,4.63,6.47
4137,取り出す,"to take out, to produce, to pick out",とりだす,toridasu,2,3.59,7.51
4138,破れる,"to get torn, to wear out",やぶれる,yabureru,2,2.98,8.12
4139,名作,masterpiece,めいさく,meisaku,2,4.11,6.989999999999999
4140,栓,"stopper, cork, stopcock",せん,sen,2,3.64,7.459999999999999
4141,削る,"to cut down little by little, to take a percentage",けずる,kezuru,2,3.54,7.56
4142,随筆,"essays, miscellaneous writings",ずいひつ,zuihitsu,2,2.71,8.39
4143,かじる,"to chew, to bite (at), to gnaw, to nibble",,kajiru,2,2.85,8.25
4144,出迎え,"meeting, reception",でむかえ,demukae,2,3.55,7.55
4145,ギャング,gang,,gyangu,2,3.75,7.35
4146,警備,"defense, guard, policing, security",けいび,keibi,2,4.41,6.6899999999999995
4147,遭う,"to meet, to encounter (undesirable nuance)",あう,au,2,3.56,7.539999999999999
4148,清書,clean copy,せいしょ,seisho,2,2.57,8.53
4149,銘々,"each, individual",めいめい,meimei,2,1.89,9.209999999999999
4150,年度,"year, fiscal year, school year, term",ねんど,nendo,2,4.68,6.42
4151,余る,"to remain, to be left over, to be in excess, to be too many",あまる,amaru,2,3.4,7.699999999999999
4152,直角,right angle,ちょっかく,chokkaku,2,3.02,8.08
4153,水蒸気,"water vapour, steam",すいじょうき,suijōki,2,3.24,7.859999999999999
4154,投書,"letter to the editor, letter from a reader, contribution",とうしょ,tōsho,2,2.8,8.3
4155,診断,diagnosis,しんだん,shindan,2,4.59,6.51
4156,下旬,month (last third of),げじゅん,gejun,2,3.9,7.199999999999999
4157,せめて,"offense, method of attack",,semete,2,4.27,6.83
4158,イコール,equal,,ikōru,2,3.34,7.76
4159,感想,"impressions, thoughts",かんそう,kansō,2,4.68,6.42
4160,ベテラン,veteran,,beteran,2,3.86,7.24
4161,気圧,atmospheric pressure,きあつ,kiatsu,2,3.93,7.17
4162,更ける,"to get late, to advance, to wear on",ふける,fukeru,2,1.85,9.25
4163,雑巾,"house-cloth, dust cloth",ぞうきん,zōkin,2,3.11,7.99
4164,欲張り,"avarice, covetousness, greed",よくばり,yokubari,2,3.19,7.91
4165,はきはき,lucidly,,hakihaki,2,1.77,9.33
4166,相違,"difference, discrepancy, variation",そうい,sōi,2,3.8,7.3
4167,暖まる,"to warm up, to get warm",あたたまる,atatamaru,2,2.55,8.55
4168,あわてる,to become confused,,awateru,2,2.41,8.69
4169,零点,"zero, no marks",れいてん,reiten,2,4.11,6.989999999999999
4170,打合せ,"business meeting, previous arrangement, appointment",うちあわせ,uchiawase,2,2.9,8.2
4171,坊や,boy,ぼうや,bōya,2,3.26,7.84
4172,敷く,"to spread out, to lay out",しく,shiku,2,3.08,8.02
4173,ゴム,"gum, rubber, eraser",,gomu,2,4.18,6.92
4174,うろうろ,"loiteringly, aimless wandering",,urōro,2,3.23,7.869999999999999
4175,斬る,"(v5r) to behead, to murder",きる,kiru,2,3.38,7.72
4176,貝,"shell, shellfish",かい,kai,2,3.93,7.17
4177,釜,"iron pot, kettle",かま,kama,2,3.73,7.369999999999999
4178,人通り,pedestrian traffic,ひとどおり,hitodōri,2,2.8,8.3
4179,物騒,"dangerous, disturbed, insecure",ぶっそう,bussō,2,3.32,7.779999999999999
4180,便箋,"writing paper, stationery",びんせん,binsen,2,2.53,8.57
4181,通訳,interpretation,つうやく,tsūyaku,2,3.93,7.17
4182,トレーニング,training,,torēningu,2,4.24,6.859999999999999
4183,接近,"getting closer, drawing nearer, approaching",せっきん,sekkin,2,4.22,6.88
4184,口紅,lipstick,くちべに,kuchibeni,2,3.46,7.64
4185,コンクリート,concrete,,konkurīto,2,3.91,7.1899999999999995
4186,初旬,first 10 days of the month,しょじゅん,shojun,2,3.14,7.959999999999999
4187,タイア,"tire, tyre",,taia,2,1.17,9.93
4188,艶,"gloss, glaze",つや,tsuya,2,3.74,7.359999999999999
4189,あてはめる,"to apply, to adapt",,atehameru,2,1.87,9.23
4190,出来上がる,"(1) to be finished, to be ready, by definition, (2) to be very drunk",できあがる,dekiagaru,2,3.15,7.949999999999999
4191,カバー,cover (ex. book),,kabā,2,4.65,6.449999999999999
4192,餅,sticky rice cake,もち,mochi,2,4.05,7.05
4193,修繕,"repair, mending",しゅうぜん,shūzen,2,3.43,7.67
4194,だいいち,"first, foremost, # 1",（副）,(),2,2.34,8.76
4195,要旨,"gist, essentials, summary, fundamentals",ようし,yōshi,2,3.1,8.0
4196,崩す,"to destroy, to pull down, to make change (money)",くずす,kuzusu,2,3.48,7.619999999999999
4197,両側,both sides,りょうがわ,ryōgawa,2,3.53,7.57
4198,洒落,"joke, pun, witticism",しゃれ,share,2,3.53,7.57
4199,司会,chairmanship,しかい,shikai,2,3.99,7.109999999999999
4200,項目,item,こうもく,kōmoku,2,4.45,6.6499999999999995
4201,付合う,"to associate with, to keep company with, to get on with",つきあう,tsukiau,2,0.0,11.1
4202,頂点,"top, summit",ちょうてん,chōten,2,3.8,7.3
4203,筆記,"(taking) notes, copying",ひっき,hikki,2,3.37,7.7299999999999995
4204,火口,"a burner, origin of a fire",かこう,kakō,2,3.24,7.859999999999999
4205,庖丁,"kitchen knife, carving knife",ほうちょう,hōchō,2,2.1,9.0
4206,応ずる,"to answer, to respond, to meet, to satisfy, to accept",おうずる,ōzuru,2,2.19,8.91
4207,狡い,"sly, cunning",ずるい,zurui,2,2.43,8.67
4208,広々,"extensive, spacious",ひろびろ,hirobiro,2,2.89,8.209999999999999
4209,家主,landlord,やぬし,yanushi,2,3.12,7.9799999999999995
4210,校舎,school building,こうしゃ,kōsha,2,3.61,7.49
4211,挿す,"to insert, to put in, to graft, to wear in belt",さす,sasu,2,2.78,8.32
4212,下町,"Shitamachi, lower parts of town",したまち,shitamachi,2,3.57,7.529999999999999
4213,逸れる,"to stray (turn) from subject, to get lost, to go astray",それる,soreru,2,2.41,8.69
4214,長所,"(1) strong point, merit, (2) advantage",ちょうしょ,chōsho,2,3.63,7.47
4215,おめでたい,"happy event, matter for congratulation, auspicious event, pregnancy",,omedetai,2,3.28,7.82
4216,明け方,dawn,あけがた,akegata,2,3.14,7.959999999999999
4217,×,,ばつ,batsu,2,0.0,11.1
4218,片付く,"to put in order, to dispose of, to solve",かたづく,katazuku,2,2.72,8.379999999999999
4219,広場,plaza,ひろば,hiroba,2,4.21,6.89
4220,過失,"error, blunder, accident",かしつ,kashitsu,2,3.68,7.42
4221,写る,"to be photographed, to be projected",うつる,utsuru,2,3.16,7.9399999999999995
4222,払い込む,"to deposit, to pay in",はらいこむ,haraikomu,2,1.17,9.93
4223,案外,unexpectedly,あんがい,angai,2,4.0,7.1
4224,電波,electro-magnetic wave,でんぱ,denpa,2,4.34,6.76
4225,部首,radical (of a kanji character),ぶしゅ,bushu,2,2.8,8.3
4226,民間,"private, civilian, civil, popular, folk, unofficial",みんかん,minkan,2,4.5,6.6
4227,毛皮,"fur, skin, pelt",けがわ,kegawa,2,3.64,7.459999999999999
4228,隔てる,to be shut out,へだてる,hedateru,2,2.49,8.61
4229,団地,multi-unit apartments,だんち,danchi,2,3.77,7.33
4230,お帰り,"return, welcome",おかえり,okaeri,2,4.79,6.31
4231,蚊,mosquito,か,ka,2,3.83,7.27
4232,受験,taking an examination,じゅけん,juken,2,4.44,6.659999999999999
4233,めでたい,"happy, simple soul, propitious, joyous",,medetai,2,3.4,7.699999999999999
4234,おまちください,Please wait a moment,,omachikudasai,2,4.4,6.699999999999999
4235,卒直,"frankness, candour, openheartedness",そっちょく,sotchoku,2,4.04,7.06
4236,大工,carpenter,だいく,daiku,2,3.65,7.449999999999999
4237,関西,,かんさい,kansai,2,4.68,6.42
4238,残らず,"all, entirely, completely, without exception",のこらず,nokorazu,2,3.95,7.1499999999999995
4239,おまちどおさま,Sorry to have kept you waiting,,omachidōsama,2,4.15,6.949999999999999
4240,解答,"answer, solution",かいとう,kaitō,2,3.77,7.33
4241,ストッキング,stockings,,sutokkingu,2,3.49,7.609999999999999
4242,出勤,"going to work, at work",しゅっきん,shukkin,2,4.21,6.89
4243,測量,"measurement, surveying",そくりょう,sokuryō,2,3.44,7.66
4244,わりあいに,comparatively,,wariaini,2,1.54,9.559999999999999
4245,下降,"downward, descent, fall, drop, subsidence",かこう,kakō,2,3.49,7.609999999999999
4246,気を付ける,"to be careful, to pay attention, to take care",きをつける,kiotsukeru,2,4.29,6.81
4247,発売,sale,はつばい,hatsubai,2,5.31,5.79
4248,さきおととい,two days before yesterday,,sakiototoi,2,0.0,11.1
4249,バケツ,"bucket, pail",,baketsu,2,3.8,7.3
4250,縞,stripe,しま,shima,2,3.37,7.7299999999999995
4251,派手,"showy, loud, gay, flashy, gaudy",はで,hade,2,4.15,6.949999999999999
4252,区分,"division, section, classification",くぶん,kubun,2,4.03,7.069999999999999
4253,湿気,"moisture, humidity, dampness",しっけ,shikke,2,3.49,7.609999999999999
4254,コック,"(1) cook (nl:), (2) tap, spigot, faucet, cock",,kokku,2,3.72,7.379999999999999
4255,慶び,"(n) (a) joy, (a) delight, rapture, pleasure, gratification, rejoicing, congratulations, felicitations",よろこび,yorokobi,2,1.7,9.4
4256,姓,"surname, family name",せい,sei,2,3.66,7.4399999999999995
4257,オーバーコート,,,ōbākōto,2,4.04,7.06
4258,近寄る,"to approach, to draw near",ちかよる,chikayoru,2,2.85,8.25
4259,助教授,assistant professor,じょきょうじゅ,jokyōju,2,2.94,8.16
4260,襖,sliding screen,ふすま,fusuma,2,2.93,8.17
4261,膨らます,"to swell, to expand, to inflate, to bulge",ふくらます,fukuramasu,2,2.38,8.719999999999999
4262,水産,"marine products, fisheries",すいさん,suisan,2,3.69,7.41
4263,通帳,passbook,つうちょう,tsūchō,2,3.3,7.8
4264,停電,failure of electricity,ていでん,teiden,2,3.95,7.1499999999999995
4265,平日,"weekday, ordinary days",へいじつ,heijitsu,2,4.49,6.609999999999999
4266,マンション,"large apartment, apartment house",,manshon,2,4.32,6.779999999999999
4267,何分,"what minute?, how many minutes?",なにぶん,nanibun,2,3.0,8.1
4268,早口,fast-talking,はやくち,hayakuchi,2,3.34,7.76
4269,フリー,free,,furī,2,4.79,6.31
4270,点々,"here and there, little by little",てんてん,tenten,2,2.54,8.559999999999999
4271,直流,direct current,ちょくりゅう,chokuryū,2,2.9,8.2
4272,突っ込む,"to plunge into, to go into deeply",つっこむ,tsukkomu,2,3.69,7.41
4273,見学,"inspection, study by observation, field trip",けんがく,kengaku,2,4.06,7.04
4274,量る,"to measure, to weigh, to survey",はかる,hakaru,2,2.52,8.58
4275,のこぎり,saw,,nokogiri,2,2.65,8.45
4276,大凡,"about, roughly, as a rule, approximately",おおよそ,ōyoso,2,1.7,9.4
4277,煉瓦,brick,れんが,renga,2,2.81,8.29
4278,防犯,prevention of crime,ぼうはん,bōhan,2,3.9,7.199999999999999
4279,回答,"reply, answer",かいとう,kaitō,2,4.49,6.609999999999999
4280,過剰,"excess, over-",かじょう,kajō,2,4.21,6.89
4281,寿命,life span,じゅみょう,jumyō,2,4.16,6.9399999999999995
4282,不運,"unlucky, misfortune, bad luck, fate",ふうん,fūn,2,3.43,7.67
4283,埋める,"to bury, to fill up, to fill (a seat, a vacant position)",うめる,umeru,2,3.81,7.289999999999999
4284,足袋,"tabi, Japanese socks (with split toe)",たび,tabi,2,2.96,8.14
4285,消防署,fire station,しょうぼうしょ,shōbōsho,2,3.31,7.789999999999999
4286,後輩,junior (at work or school),こうはい,kōhai,2,4.2,6.8999999999999995
4287,材木,"lumber, timber",ざいもく,zaimoku,2,3.12,7.9799999999999995
4288,謙遜,"humble, humility, modesty",けんそん,kenson,2,3.07,8.03
4289,真空,"vacuum, hollow, empty",しんくう,shinkū,2,3.73,7.369999999999999
4290,しょうがない,,,shōganai,2,4.29,6.81
4291,超える,"to exceed, to cross over, to cross",こえる,koeru,2,4.52,6.58
4292,間隔,"space, interval, SPC",かんかく,kankaku,2,3.94,7.16
4293,腰掛ける,to sit (down),こしかける,koshikakeru,2,2.16,8.94
4294,一流,"first class, top grade, foremost, top-notch",いちりゅう,ichiryū,2,3.98,7.119999999999999
4295,見本,sample,みほん,mihon,2,3.69,7.41
4296,好き好き,matter of taste,すきずき,sukizuki,2,5.47,5.63
4297,おじゃまします,Excuse me for disturbing you,,ojamashimasu,2,3.08,8.02
4298,不潔,"unclean, dirty, filthy, impure",ふけつ,fuketsu,2,3.17,7.93
4299,紅葉,(1) (Japanese) maple,こうよう,kōyō,2,3.72,7.379999999999999
4300,区域,"limits, boundary, domain, zone, sphere, territory",くいき,kuiki,2,4.06,7.04
4301,相撲,sumo wrestling,すもう,sumō,2,4.13,6.97
4302,あわただしい,"busy, hurried, confused, flurried",,awatadashii,2,1.98,9.12
4303,坊っちゃん,son (of others),ぼっちゃん,botchan,2,2.7,8.399999999999999
4304,さっさと,quickly,,sassato,2,4.44,6.659999999999999
4305,通貨,currency,つうか,tsūka,2,4.35,6.75
4306,ピンク,pink,,pinku,2,4.5,6.6
4307,レジャー,leisure,,rejā,2,3.61,7.49
4308,溜める,"to amass, to accumulate",ためる,tameru,2,2.92,8.18
4309,方針,"objective, plan, policy",ほうしん,hōshin,2,4.52,6.58
4310,モダン,modern,,modan,2,3.68,7.42
4311,純情,"pure heart, naivete, self-sacrificing devotion",じゅんじょう,junjō,2,3.5,7.6
4312,リポート,"report, paper",,ripōto,2,3.42,7.68
4313,特殊,"special, unique",とくしゅ,tokushu,2,4.58,6.52
4314,お手伝いさん,maid,おてつだいさん,otetsudaisan,2,4.06,7.04
4315,追い越す,"to pass (e.g. car), to outdistance, to outstrip",おいこす,oikosu,2,2.47,8.629999999999999
4316,枚数,the number of flat things,まいすう,maisū,2,3.97,7.129999999999999
4317,うんと,"a great deal, very much",,unto,2,3.11,7.99
4318,せっせと,,,sesseto,2,3.22,7.879999999999999
4319,皮肉,"cynicism, sarcasm",ひにく,hiniku,2,4.0,7.1
4320,積む,"to pile up, to stack",つむ,tsumu,2,3.57,7.529999999999999
4321,名刺,business card,めいし,meishi,2,3.94,7.16
4322,そうっと,,,sōtto,2,1.75,9.35
4323,屑,"waste, scrap",くず,kuzu,2,3.45,7.6499999999999995
4324,自衛,self-defense,じえい,jiei,2,3.97,7.129999999999999
4325,サークル,"circle, sports club (i.e. at a company)",,sākuru,2,4.35,6.75
4326,坊さん,"Buddhist priest, monk",ぼうさん,bōsan,2,3.34,7.76
4327,官庁,"government office, authorities",かんちょう,kanchō,2,3.25,7.85
4328,うっかり,"carelessly, thoughtlessly, inadvertently",,ukkari,2,4.02,7.08
4329,スチュワーデス,stewardess,,suchuwādesu,2,2.91,8.19
4330,問答,"questions and answers, dialogue",もんどう,mondō,2,3.48,7.619999999999999
4331,一応,"once, tentatively, in outline, for the time being",いちおう,ichiō,2,4.51,6.59
4332,険しい,"inaccessible place, sharp eyes",けわしい,kewashii,2,3.24,7.859999999999999
4333,申請,"application, request, petition",しんせい,shinsei,2,4.48,6.619999999999999
4334,家屋,"house, building",かおく,kaoku,2,3.68,7.42
4335,すまない,sorry (phrase),,sumanai,2,4.24,6.859999999999999
4336,憧れる,"to long for, to yearn after, to admire",あこがれる,akogareru,2,3.7,7.3999999999999995
4337,揉む,"to rub, to crumple (up), to wrinkle",もむ,momu,2,3.21,7.89
4338,こぼれる,"to overflow, to spill",,koboreru,2,2.85,8.25
4339,流行る,"to flourish, to thrive, to be popular, to come into fashion",はやる,hayaru,2,3.33,7.77
4340,以後,"after this, from now on, hereafter, thereafter",いご,igo,2,3.99,7.109999999999999
4341,配る,"to distribute, to deliver",くばる,kubaru,2,3.53,7.57
4342,撒く,"to scatter, to sprinkle, to sow",まく,maku,2,3.17,7.93
4343,浮かべる,"to float, to express, to look (sad, glad)",うかべる,ukaberu,2,2.96,8.14
4344,あげる (=やる),to do for,,ageru yaru,2,4.73,6.369999999999999
4345,インキ,ink,,inki,2,2.62,8.48
4346,編む,to knit,あむ,amu,2,2.98,8.12
4347,銅,copper,どう,dō,2,3.83,7.27
4348,超過,"excess, being more than",ちょうか,chōka,2,3.51,7.59
4349,調節,"regulation, adjustment, control",ちょうせつ,chōsetsu,2,3.84,7.26
4350,地帯,"area, zone",ちたい,chitai,2,4.14,6.96
4351,朗らか,"brightness, cheerfulness, melodious",ほがらか,hogaraka,2,2.67,8.43
4352,有無,"yes or no, existence, flag indicator (comp), presence or absence marker",うむ,umu,2,4.01,7.09
